recipe_id,calories,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg
1748,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1749,400.0,20.0,20.0,30.0,6.0,2.0,300.0
1750,350.0,5.0,20.0,30.0,6.0,2.0,300.0
1751,250.0,5.0,8.0,30.0,6.0,2.0,300.0
1752,480.0,20.0,20.0,50.0,6.0,2.0,300.0
1753,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1754,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1755,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1756,480.0,20.0,20.0,50.0,6.0,17.0,300.0
1757,480.0,20.0,20.0,50.0,6.0,2.0,300.0
1758,400.0,20.0,20.0,30.0,6.0,2.0,300.0
1759,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1760,380.0,20.0,8.0,50.0,2.0,2.0,300.0
1761,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1762,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1763,430.0,5.0,20.0,50.0,6.0,2.0,300.0
1764,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1765,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1766,480.0,20.0,20.0,50.0,6.0,2.0,300.0
1767,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1768,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1769,350.0,5.0,20.0,30.0,6.0,2.0,300.0
1770,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1771,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1772,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1773,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1774,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1775,430.0,5.0,20.0,50.0,6.0,17.0,300.0
1776,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1777,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1778,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1779,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1780,480.0,20.0,20.0,50.0,6.0,2.0,300.0
1781,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1782,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1783,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1784,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1785,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1786,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1787,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1788,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1789,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1790,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1791,430.0,5.0,20.0,50.0,6.0,17.0,300.0
1792,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1793,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1794,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1795,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1796,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1797,400.0,20.0,20.0,30.0,6.0,2.0,300.0
1798,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1799,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1800,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1801,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1802,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1803,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1804,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1805,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1806,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1807,400.0,20.0,20.0,30.0,6.0,2.0,300.0
1808,330.0,5.0,8.0,50.0,2.0,17.0,300.0
1809,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1810,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1811,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1812,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1813,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1814,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1815,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1816,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1817,400.0,20.0,20.0,30.0,6.0,2.0,300.0
1818,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1819,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1820,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1821,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1822,430.0,5.0,20.0,50.0,6.0,2.0,300.0
1823,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1824,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1825,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1826,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1827,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1828,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1829,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1830,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1831,300.0,20.0,8.0,30.0,2.0,2.0,300.0
1832,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1833,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1834,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1835,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1836,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1837,330.0,5.0,8.0,50.0,2.0,17.0,300.0
1838,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1839,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1840,480.0,20.0,20.0,50.0,6.0,17.0,300.0
1841,480.0,20.0,20.0,50.0,6.0,2.0,300.0
1842,480.0,20.0,20.0,50.0,6.0,17.0,300.0
1843,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1844,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1845,430.0,5.0,20.0,50.0,6.0,2.0,300.0
1846,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1847,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1848,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1849,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1850,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1851,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1852,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1853,480.0,20.0,20.0,50.0,6.0,17.0,300.0
1854,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1855,350.0,5.0,20.0,30.0,6.0,2.0,300.0
1856,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1857,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1858,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1859,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1860,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1861,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1862,430.0,5.0,20.0,50.0,6.0,17.0,300.0
1863,480.0,20.0,20.0,50.0,6.0,2.0,300.0
1864,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1865,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1866,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1867,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1868,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1869,400.0,20.0,20.0,30.0,6.0,2.0,300.0
1870,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1871,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1872,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1873,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1874,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1875,350.0,5.0,20.0,30.0,6.0,2.0,300.0
1876,300.0,20.0,8.0,30.0,6.0,2.0,300.0
1877,350.0,5.0,20.0,30.0,6.0,2.0,300.0
1878,300.0,20.0,8.0,30.0,2.0,2.0,300.0
1879,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1880,400.0,20.0,20.0,30.0,6.0,2.0,300.0
1881,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1882,430.0,5.0,20.0,50.0,6.0,2.0,300.0
1883,430.0,5.0,20.0,50.0,6.0,17.0,300.0
1884,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1885,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1886,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1887,480.0,20.0,20.0,50.0,6.0,17.0,300.0
1888,480.0,20.0,20.0,50.0,6.0,2.0,300.0
1889,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1890,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1891,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1892,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1893,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1894,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1895,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1896,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1897,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1898,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1899,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1900,480.0,20.0,20.0,50.0,6.0,2.0,300.0
1901,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1902,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1903,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1904,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1905,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1906,300.0,20.0,8.0,30.0,2.0,2.0,300.0
1907,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1908,430.0,5.0,20.0,50.0,6.0,17.0,300.0
1909,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1910,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1911,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1912,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1913,350.0,5.0,20.0,30.0,6.0,2.0,300.0
1914,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1915,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1916,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1917,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1918,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1919,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1920,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1921,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1922,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1923,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1924,430.0,5.0,20.0,50.0,6.0,2.0,300.0
1925,350.0,5.0,20.0,30.0,6.0,2.0,300.0
1926,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1927,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1928,480.0,20.0,20.0,50.0,6.0,2.0,300.0
1929,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1930,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1931,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1932,430.0,5.0,20.0,50.0,6.0,17.0,300.0
1933,480.0,20.0,20.0,50.0,6.0,17.0,300.0
1934,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1935,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1936,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1937,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1938,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1939,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1940,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1941,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1942,430.0,5.0,20.0,50.0,6.0,17.0,300.0
1943,430.0,5.0,20.0,50.0,6.0,2.0,300.0
1944,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1945,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1946,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1947,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1948,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1949,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1950,350.0,5.0,20.0,30.0,6.0,2.0,300.0
1951,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1952,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1953,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1954,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1955,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1956,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1957,480.0,20.0,20.0,50.0,6.0,2.0,300.0
1958,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1959,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1960,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1961,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1962,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1963,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1964,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1965,480.0,20.0,20.0,50.0,6.0,17.0,300.0
1966,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1967,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1968,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1969,430.0,5.0,20.0,50.0,6.0,17.0,300.0
1970,480.0,20.0,20.0,50.0,2.0,2.0,300.0
1971,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1972,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1973,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1974,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1975,250.0,5.0,8.0,30.0,2.0,2.0,300.0
1976,300.0,20.0,8.0,30.0,2.0,2.0,300.0
1977,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1978,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1979,480.0,20.0,20.0,50.0,2.0,17.0,300.0
1980,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1981,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1982,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1983,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1984,430.0,5.0,20.0,50.0,6.0,2.0,300.0
1985,430.0,5.0,20.0,50.0,2.0,2.0,300.0
1986,400.0,20.0,20.0,30.0,2.0,2.0,300.0
1987,380.0,20.0,8.0,50.0,2.0,2.0,300.0
1988,480.0,20.0,20.0,50.0,6.0,17.0,300.0
1989,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1990,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1991,480.0,20.0,20.0,50.0,6.0,17.0,300.0
1992,350.0,5.0,20.0,30.0,6.0,2.0,300.0
1993,430.0,5.0,20.0,50.0,2.0,17.0,300.0
1994,430.0,5.0,20.0,50.0,6.0,2.0,300.0
1995,480.0,20.0,20.0,50.0,6.0,17.0,300.0
1996,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1997,350.0,5.0,20.0,30.0,2.0,2.0,300.0
1998,350.0,5.0,20.0,30.0,6.0,2.0,300.0
1999,380.0,20.0,8.0,50.0,6.0,2.0,300.0
2000,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2001,480.0,20.0,20.0,50.0,6.0,2.0,300.0
2002,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2003,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2004,330.0,5.0,8.0,50.0,2.0,2.0,300.0
2005,400.0,20.0,20.0,30.0,6.0,2.0,300.0
2006,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2007,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2008,480.0,20.0,20.0,50.0,2.0,2.0,300.0
2009,430.0,5.0,20.0,50.0,6.0,17.0,300.0
2010,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2011,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2012,430.0,5.0,20.0,50.0,6.0,2.0,300.0
2013,430.0,5.0,20.0,50.0,6.0,2.0,300.0
2014,400.0,20.0,20.0,30.0,6.0,2.0,300.0
2015,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2016,330.0,5.0,8.0,50.0,2.0,17.0,300.0
2017,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2018,480.0,20.0,20.0,50.0,2.0,17.0,300.0
2019,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2020,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2021,480.0,20.0,20.0,50.0,6.0,17.0,300.0
2022,330.0,5.0,8.0,50.0,2.0,17.0,300.0
2023,330.0,5.0,8.0,50.0,2.0,17.0,300.0
2024,480.0,20.0,20.0,50.0,2.0,2.0,300.0
2025,250.0,5.0,8.0,30.0,2.0,2.0,300.0
2026,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2027,350.0,5.0,20.0,30.0,6.0,2.0,300.0
2028,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2029,430.0,5.0,20.0,50.0,6.0,2.0,300.0
2030,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2031,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2032,480.0,20.0,20.0,50.0,6.0,17.0,300.0
2033,480.0,20.0,20.0,50.0,6.0,2.0,300.0
2034,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2035,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2036,430.0,5.0,20.0,50.0,6.0,17.0,300.0
2037,330.0,5.0,8.0,50.0,6.0,2.0,300.0
2038,480.0,20.0,20.0,50.0,2.0,17.0,300.0
2039,430.0,5.0,20.0,50.0,6.0,2.0,300.0
2040,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2041,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2042,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2043,430.0,5.0,20.0,50.0,6.0,2.0,300.0
2044,480.0,20.0,20.0,50.0,6.0,2.0,300.0
2045,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2046,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2047,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2048,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2049,480.0,20.0,20.0,50.0,2.0,17.0,300.0
2050,330.0,5.0,8.0,50.0,2.0,2.0,300.0
2051,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2052,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2053,380.0,20.0,8.0,50.0,2.0,2.0,300.0
2054,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2055,480.0,20.0,20.0,50.0,2.0,17.0,300.0
2056,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2057,480.0,20.0,20.0,50.0,2.0,17.0,300.0
2058,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2059,480.0,20.0,20.0,50.0,2.0,17.0,300.0
2060,480.0,20.0,20.0,50.0,2.0,17.0,300.0
2061,330.0,5.0,8.0,50.0,2.0,17.0,300.0
2062,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2063,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2064,350.0,5.0,20.0,30.0,6.0,2.0,300.0
2065,480.0,20.0,20.0,50.0,2.0,2.0,300.0
2066,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2067,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2068,250.0,5.0,8.0,30.0,2.0,2.0,300.0
2069,480.0,20.0,20.0,50.0,2.0,2.0,300.0
2070,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2071,250.0,5.0,8.0,30.0,2.0,2.0,300.0
2072,480.0,20.0,20.0,50.0,6.0,17.0,300.0
2073,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2074,330.0,5.0,8.0,50.0,2.0,17.0,300.0
2075,480.0,20.0,20.0,50.0,6.0,2.0,300.0
2076,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2077,480.0,20.0,20.0,50.0,2.0,2.0,300.0
2078,250.0,5.0,8.0,30.0,2.0,2.0,300.0
2079,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2080,430.0,5.0,20.0,50.0,6.0,17.0,300.0
2081,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2082,250.0,5.0,8.0,30.0,2.0,2.0,300.0
2083,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2084,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2085,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2086,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2087,400.0,20.0,20.0,30.0,6.0,2.0,300.0
2088,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2089,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2090,480.0,20.0,20.0,50.0,2.0,2.0,300.0
2091,250.0,5.0,8.0,30.0,2.0,2.0,300.0
2092,480.0,20.0,20.0,50.0,2.0,17.0,300.0
2093,480.0,20.0,20.0,50.0,2.0,2.0,300.0
2094,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2095,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2096,300.0,20.0,8.0,30.0,2.0,2.0,300.0
2097,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2098,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2099,400.0,20.0,20.0,30.0,6.0,2.0,300.0
2100,430.0,5.0,20.0,50.0,6.0,2.0,300.0
2101,480.0,20.0,20.0,50.0,6.0,2.0,300.0
2102,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2103,400.0,20.0,20.0,30.0,6.0,2.0,300.0
2104,480.0,20.0,20.0,50.0,2.0,2.0,300.0
2105,430.0,5.0,20.0,50.0,6.0,2.0,300.0
2106,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2107,480.0,20.0,20.0,50.0,2.0,17.0,300.0
2108,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2109,480.0,20.0,20.0,50.0,6.0,2.0,300.0
2110,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2111,430.0,5.0,20.0,50.0,6.0,2.0,300.0
2112,300.0,20.0,8.0,30.0,2.0,2.0,300.0
2113,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2114,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2115,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2116,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2117,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2118,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2119,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2120,300.0,20.0,8.0,30.0,2.0,2.0,300.0
2121,250.0,5.0,8.0,30.0,2.0,2.0,300.0
2122,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2123,330.0,5.0,8.0,50.0,2.0,17.0,300.0
2124,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2125,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2126,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2127,350.0,5.0,20.0,30.0,6.0,2.0,300.0
2128,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2129,350.0,5.0,20.0,30.0,6.0,2.0,300.0
2130,400.0,20.0,20.0,30.0,6.0,2.0,300.0
2131,400.0,20.0,20.0,30.0,6.0,2.0,300.0
2132,480.0,20.0,20.0,50.0,2.0,17.0,300.0
2133,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2134,480.0,20.0,20.0,50.0,6.0,2.0,300.0
2135,330.0,5.0,8.0,50.0,2.0,17.0,300.0
2136,300.0,20.0,8.0,30.0,6.0,2.0,300.0
2137,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2138,430.0,5.0,20.0,50.0,6.0,2.0,300.0
2139,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2140,350.0,5.0,20.0,30.0,6.0,2.0,300.0
2141,480.0,20.0,20.0,50.0,2.0,17.0,300.0
2142,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2143,480.0,20.0,20.0,50.0,2.0,17.0,300.0
2144,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2145,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2146,350.0,5.0,20.0,30.0,6.0,2.0,300.0
2147,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2148,480.0,20.0,20.0,50.0,6.0,17.0,300.0
2149,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2150,480.0,20.0,20.0,50.0,6.0,17.0,300.0
2151,330.0,5.0,8.0,50.0,2.0,17.0,300.0
2152,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2153,480.0,20.0,20.0,50.0,2.0,17.0,300.0
2154,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2155,480.0,20.0,20.0,50.0,2.0,17.0,300.0
2156,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2157,300.0,20.0,8.0,30.0,6.0,2.0,300.0
2158,480.0,20.0,20.0,50.0,6.0,2.0,300.0
2159,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2160,250.0,5.0,8.0,30.0,6.0,2.0,300.0
2161,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2162,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2163,430.0,5.0,20.0,50.0,6.0,17.0,300.0
2164,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2165,300.0,20.0,8.0,30.0,2.0,2.0,300.0
2166,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2167,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2168,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2169,480.0,20.0,20.0,50.0,6.0,2.0,300.0
2170,430.0,5.0,20.0,50.0,6.0,2.0,300.0
2171,480.0,20.0,20.0,50.0,6.0,2.0,300.0
2172,430.0,5.0,20.0,50.0,2.0,17.0,300.0
2173,330.0,5.0,8.0,50.0,2.0,17.0,300.0
2174,350.0,5.0,20.0,30.0,2.0,2.0,300.0
2175,480.0,20.0,20.0,50.0,2.0,17.0,300.0
2176,400.0,20.0,20.0,30.0,6.0,2.0,300.0
2177,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2178,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2179,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2180,400.0,20.0,20.0,30.0,6.0,2.0,300.0
2181,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2182,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2183,250.0,5.0,8.0,30.0,2.0,2.0,300.0
2184,330.0,5.0,8.0,50.0,2.0,17.0,300.0
2185,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2186,480.0,20.0,20.0,50.0,2.0,2.0,300.0
2187,250.0,5.0,8.0,30.0,2.0,2.0,300.0
2188,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2189,300.0,20.0,8.0,30.0,2.0,2.0,300.0
2190,480.0,20.0,20.0,50.0,2.0,17.0,300.0
2191,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2192,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2193,250.0,5.0,8.0,30.0,6.0,2.0,300.0
2194,430.0,5.0,20.0,50.0,2.0,2.0,300.0
2195,480.0,20.0,20.0,50.0,6.0,2.0,300.0
2196,400.0,20.0,20.0,30.0,2.0,2.0,300.0
2197,250.0,5.0,8.0,30.0,6.0,2.0,300.0
