recipe_id,recipe_name,ingredients,steps,cuisine,diet_type,calories,protein_g,fat_g,carbs_g,image_url
6951,Argentinian Alfajores (Shortbread Cookies with Dulce de Leche),"flour, cornstarch, sugar, butter, egg yolks, baking powder, vanilla extract, dulce de leche, powdered sugar",,Argentinian,['vegetarian'],200,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDNXbMnz4gk6TWYszLsJpxtbnBcAKKgIkDMQ&s
6952,Australian Pavlova (Meringue Dessert with Fruit),"egg whites, sugar, cornstarch, vinegar, vanilla extract, whipped cream, fresh fruit berries, kiwi, passion fruit",,Australian,"['vegetarian', 'gluten-free', 'dairy-free']",280,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2rPxYgga97IKCLhBZ4Do0R8HgA2pBHxVgGw&s
6953,Hawaiian Kalua Pig (Slow-Cooked Shredded Pork),"pork shoulder, liquid smoke optional, sea salt",,Polynesian,"['gluten-free', 'dairy-free']",400,20,8,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTg0SAIumLwuesukipEf4voVdCTAwW7cRU4Aw&s
6954,Japanese Miso Soup with Tofu and Seaweed,"dashi fish stock, miso paste, tofu cubed, wakame seaweed, scallions",,Japanese,"['vegan', 'vegetarian', 'gluten-free', 'dairy-free']",80,20,8,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-Q6G1XrVc15Ev1bgaHwymtWHbURVubXhdXg&s
6955,Vietnamese Bun Cha (Grilled Pork with Noodles and Herbs),"pork belly and patties, rice vermicelli, lettuce, mint, cilantro, pickled carrots and daikon, nuoc cham dipping sauce fish sauce, lime juice, sugar, water, garlic, chili",,Vietnamese,"['gluten-free', 'dairy-free']",450,20,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkgQvnxewothDHu1c4h4bguJ5NPZds8j-agA&s
6956,Spanish Churros with Chocolate Sauce,"flour, water, salt, vegetable oil for frying, sugar, cinnamon, dark chocolate, milk",,Spanish,['vegetarian'],350,5,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEu8Vkuq43Aa0gg45L-JssmL18iKZW9tL7nA&s
6957,Moroccan Tanjia (Slow-Cooked Meat in a Clay Pot),"beef or lamb stewing, saffron, ginger, cumin, turmeric, preserved lemons, olive oil, water",,Moroccan,['nan'],550,20,20,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3uDg17SlPz4R36rrr-00tPWt7lsgePeKd_g&s
6958,Brazilian Brigadeiros (Chocolate Fudge Balls),"sweetened condensed milk, cocoa powder, butter, chocolate sprinkles",,Brazilian,"['vegetarian', 'gluten-free']",100,5,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTl7utBDhtBXVcI2Wibn6I_31lQ0Zm88olwdA&s
6959,"American Gumbo with Chicken, Sausage, and Shrimp","chicken, andouille sausage, shrimp, okra, onion, bell peppers, celery, tomatoes, chicken broth, dark roux flour and oil, creole seasoning, bay leaf, rice for serving",,American,['nan'],600,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCFN1gqpcHmpvmP4W1ctU74lnDUK0mNde07w&s
6960,Jamaican Curry Goat with Rice and Peas,"goat meat cubed, curry powder, onion, garlic, ginger, scotch bonnet pepper, thyme, allspice, potatoes, carrots, coconut milk, rice, kidney beans, scallions, vegetable oil",,Jamaican,['dairy-free'],550,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_IbC5vTlwwrByyppk6hXupg_hAwrFyMeYww&s
6961,Lebanese Manakeesh (Flatbread with Za'atar or Cheese),"flour, yeast, sugar, salt, olive oil, water, zaatar spice blend sesame seeds, sumac, thyme, cheese akawi or mozzarella",,Lebanese,['vegetarian'],200,5,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTF60rxWnyO6-ksgkUMs6qNMJ3xJx-jvdm1w&s
6962,Irish Soda Bread,"flour, baking soda, salt, buttermilk, raisins or caraway seeds optional",,Irish,['vegetarian'],180,5,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgCxZMCLmqJTW2x-ijMxvkthRuXR1KgyQjQw&s
6963,Argentine Flan with Dulce de Leche,"eggs, milk, sugar, vanilla extract, dulce de leche",,Argentinian,['vegetarian'],220,20,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqhSNZLpu1gQaXQ59SnX5yHlfZGWiwHh0rzw&s
6964,Thai Tom Yum Soup with Shrimp,"shrimp, lemongrass, galangal, kaffir lime leaves, chili peppers, fish sauce, lime juice, mushrooms, tomatoes, onion, cilantro, vegetable broth",,Thai,"['gluten-free', 'dairy-free']",180,20,8,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJ0-A7Laz4Rf9dtYCzz3uSJWsUOJrzsHIEAQ&s
6965,Korean Tteokbokki (Spicy Rice Cakes),"rice cakes tteok, gochujang chili paste, gochugaru chili powder, fish cakes, onion, scallions, cabbage, sesame seeds, vegetable broth",,Korean,['nan'],350,20,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShk0_tJ_rJUMt_0Kn3g7TqPfL5glMvR6odcQ&s
6966,Italian Tiramisu (Coffee-Flavored Dessert),"ladyfingers, espresso, mascarpone cheese, eggs, sugar, cocoa powder, coffee liqueur optional",,Italian,['vegetarian'],300,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQtLas1yAE3W0Co2U5L4UJTgMcT44V6NPrrg&s
6967,Mexican Chiles Rellenos (Stuffed Poblano Peppers),"poblano peppers, cheese monterey jack or oaxaca, flour, eggs, milk, salt, vegetable oil, tomato sauce optional",,Mexican,['vegetarian'],350,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGYVbygyFHxa1ybPVDlciiSO4drPraC4eK7g&s
6968,French Soupe � l'Oignon Gratin�e (French Onion Soup with Cheese Croutons),"onions, butter, olive oil, dry white wine, beef broth, thyme, bay leaf, french bread slices, gruyere cheese",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2qogYyfTKNXBSuMmQfBRYcNW8h2UgbXDLsQ&s,French,['vegetarian'],380,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWEhsIJ3rVM4P1ZqdTc6PfGy2_w1t8IAJDpw&s
6969,Greek Baklava (Sweet Pastry with Nuts and Syrup),"phyllo dough, walnuts, almonds, cinnamon, butter, sugar, honey, water, lemon juice",,Greek,['vegetarian'],300,5,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2qogYyfTKNXBSuMmQfBRYcNW8h2UgbXDLsQ&s
6970,Swedish Fika (Coffee Break with Pastries),"coffee, cinnamon buns kanelbullar, cardamom buns kardemummabullar, cookies smkakor",,Swedish,['vegetarian'],250,5,8,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeW8Jn5uQVQQGvG6Y96bprepGqQ8V-uzVcoQ&s
6971,Ethiopian Kitfo (Minced Raw Beef with Spices and Butter),"beef lean, minced, mitmita chili powder blend, niter kibbeh spiced clarified butter, cardamom, salt",,Ethiopian,"['gluten-free', 'dairy-free']",300,20,20,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXTOrkZiWpdZ72SVh87eQSkXctDEzrZRSC_g&s
6972,Nigerian Puff Puff (Deep-Fried Dough Balls),"flour, sugar, yeast, water, vegetable oil for frying",,Nigerian,"['vegan', 'vegetarian', 'dairy-free']",50,5,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRgoRHbMVL7hQuqDvkusbUvvmaImFhV0KGzg&s
6973,Peruvian Arroz con Pollo (Rice with Chicken),"rice, chicken pieces, onion, garlic, peas, carrots, cilantro, chicken broth, vegetable oil, aji amarillo paste optional",,Peruvian,"['gluten-free', 'dairy-free']",400,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCNYUXhgaeGaRQ6hFKblNEJMKqR2o_AE5J8A&s
6974,Argentinian Choripan (Chorizo Sandwich),"chorizo sausage, crusty bread roll, chimichurri sauce",,Argentinian,['dairy-free'],350,5,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAO_xQtFSSdnP-gb-TsjnEr-Laywt_KDqY_Q&s
6975,Australian Tim Tam Slam (Chocolate Biscuits with Hot Drink),"tim tam biscuits, hot chocolate or coffee",,Australian,['vegetarian'],200,5,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XW-R7K-AK6YYOTswQLdfLzNagiaFpMZu0Q&s
6976,Hawaiian Haupia (Coconut Milk Pudding),"coconut milk, cornstarch, sugar, water",,Polynesian,"['vegan', 'vegetarian', 'gluten-free', 'dairy-free']",150,5,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3JJC6XUDoCHq4ZpK_dflyD2vHJi6mCLcCjg&s
6977,Japanese Sushi Rolls (Various Types),"sushi rice, nori seaweed, various fillings fish, vegetables, avocado, etc., soy sauce, wasabi, pickled ginger",,Japanese,['gluten-free (depending on filling)'],380,20,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQB57fpgoLR4YcAauXCtGc4oIHzmbYAIH_yvw&s
6978,Vietnamese Summer Rolls with Peanut Sauce,"rice paper, shrimp, pork optional, rice vermicelli, lettuce, mint, cilantro, bean sprouts, peanut sauce peanut butter, hoisin, lime, water, sugar, chili",,Vietnamese,"['gluten-free', 'dairy-free']",320,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWlCmv7y6yQ5gin_0fLClRDa_Cl057O2klCQ&s
6979,Spanish Seafood Paella,"rice, shrimp, mussels, clams, calamari, onion, bell peppers, tomatoes, garlic, saffron, olive oil, fish broth, parsley",,Spanish,"['gluten-free', 'dairy-free']",580,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsM4tx41XGYEWIwe-J0o_Ih2irlauVVfBHPg&s
6980,Moroccan Mint Tea,"green tea, fresh mint leaves, sugar, hot water",,Moroccan,"['vegan', 'vegetarian', 'gluten-free', 'dairy-free']",330,5,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFL5TrSgGSgRyy4fYGNjLGLvh-w0hjeMRFBA&s
6981,Brazilian Coxinha (Chicken Croquettes),"shredded chicken, wheat flour, chicken broth, onion, butter, eggs, breadcrumbs, vegetable oil for frying",,Brazilian,['nan'],200,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_92xpG3RQOboe-rOayECu_BLMgI28RfiP0w&s
6982,American Apple Pie,"flour, butter, sugar, salt, apples, cinnamon, nutmeg, egg wash",,American,['vegetarian'],350,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWmNxAz8Lfa1kOwjBPpAwIS2mcN6rnP3L2Hw&s
6983,Jamaican Bammy (Cassava Flatbread),"cassava flour, salt, water, coconut milk or oil optional",,Jamaican,"['vegan', 'vegetarian', 'gluten-free', 'dairy-free']",120,5,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOvnHETV4OPwJlVTi8hMCL5Rn6CfWfDhIrPw&s
6984,Lebanese Hummus with Pita Bread,"chickpeas, tahini, lemon juice, garlic, olive oil, salt, water, pita bread",,Lebanese,"['vegan', 'vegetarian', 'dairy-free']",250,5,20,50,https://thefoodiediaries.co/wp-content/uploads/2021/03/bdc1067b-9380-4a47-bb68-08f0315fd31a-1.jpg
6985,Irish Stew with Lamb and Vegetables,"lamb stewing, potatoes, carrots, onion, celery, beef or lamb broth, thyme, bay leaf, parsley, salt, pepper",,Irish,['dairy-free'],450,20,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsNTCryGU2zQyikps9i452LnYqhhjIA4lk5A&s
6986,Argentine Dulce de Leche (Caramel Spread),"milk, sugar, vanilla extract, baking soda optional",,Argentinian,"['vegetarian', 'gluten-free']",330,5,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTj9vxZ9BFLwm9p7RjaXkoWA4sIjWMLl86SlA&s
6987,Thai Red Curry with Beef,"red curry paste, coconut milk, beef sliced, bamboo shoots, bell peppers, thai basil, fish sauce, sugar, vegetable oil, lime leaves",,Thai,['dairy-free'],450,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQB-uN9yA_FoQaA5hisPXYAD-KGCyaHCiIzxg&s
6988,Korean Kimchi Jjigae (Kimchi Stew),"kimchi, pork belly or tofu, onion, scallions, gochujang chili paste, gochugaru chili powder, soy sauce, sesame oil, garlic, water or anchovy broth",,Korean,['nan'],320,20,20,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzxE7fjd280Dut4ATDWcuVvn_IGtjLHIfYsw&s
6989,Italian Pesto Genovese with Trofie Pasta,"trofie pasta, fresh basil, pine nuts, garlic, parmesan cheese, pecorino sardo cheese, olive oil, salt",,Italian,['vegetarian'],400,5,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzcCht4u8B-Speh9Ou4utqkoW-2QHcSqfBrg&s
6990,Mexican Chicken Fajitas with Bell Peppers and Onions,"chicken breast sliced, bell peppers various colors, onion sliced, flour tortillas, salsa, sour cream, guacamole, lime juice, chili powder, cumin, vegetable oil",,Mexican,['nan'],380,20,20,50,https://cdn.sunbasket.com/0fd7759f-a176-4819-8acf-b06c9a5dbf5b.jpg
6991,French Quiche Lorraine (Bacon and Cheese Tart),"shortcrust pastry, bacon, eggs, cream, milk, gruyere cheese, onion, nutmeg, salt, pepper",,French,['nan'],350,20,20,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7m_IHEMwqRz3j8YFiS4uDT4AAfmnT5XMAgA&s
6992,Greek Dolmades (Stuffed Grape Leaves with Rice and Herbs),"grape leaves, rice, ground beef or lamb optional, onion, fresh herbs parsley, mint, dill, olive oil, lemon juice, vegetable broth, salt, pepper",,Greek,['nan'],250,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLv6tU3MlGRFcsxXATfnTh4co_wBJ6lGhllQ&s
6993,Swedish Pea Soup with Pork and Pancakes,"yellow split peas, smoked pork, onion, mustard, thyme, vegetable broth, pancakes flour, eggs, milk, butter, sugar",,Swedish,['dairy-free'],400,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJA-xCv6a6JaidcXLZ0lhwigBa8HAAn-uHeQ&s
6994,Ethiopian Gomen (Collard Greens with Spices),"collard greens, onion, garlic, ginger, vegetable oil, spices turmeric, cumin, coriander, green chili optional",,Ethiopian,"['vegan', 'vegetarian', 'gluten-free', 'dairy-free']",150,5,20,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkdwTmDSn8Yac05f3heCcvQyhdbSRhORZP6g&s
6995,Nigerian Jollof Rice with Beef,"rice, beef cubed, tomato paste, tomatoes, onion, scotch bonnet pepper, vegetable oil, curry powder, thyme, bay leaf, beef broth",,Nigerian,['dairy-free'],520,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQN2MGatrSfGGt7zoY-tkGpkvKbMnYAzD92LQ&s
6996,Peruvian Papa a la Huanca�na (Potatoes with Cheese Sauce),"potatoes, queso fresco fresh cheese, aji amarillo peppers, milk, vegetable oil, salt, crackers or bread optional, olives, hard-boiled eggs",,Peruvian,['vegetarian'],300,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqK-tWDz6-BIuQk-DwXDGJxea4xsd97QfnRQ&s
6997,Argentinian Provoleta (Grilled Provolone Cheese),"provolone cheese wheel, olive oil, oregano, red pepper flakes optional",,Argentinian,"['vegetarian', 'gluten-free']",200,5,20,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScoK4iRKRyCoOLpAv9io3y5H_bbdZoGnQayw&s
6998,Australian Meat Pies,"shortcrust pastry, ground beef, onion, carrots, celery, beef broth, worcestershire sauce, tomato paste, flour, egg for wash",,Australian,['nan'],350,20,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRE7QqJW1JhOCu2msQc4fIkL4FxkCqX4T-faA&s
6999,Hawaiian Chicken Long Rice,"chicken shredded, long rice cellophane noodles, chicken broth, ginger, onion, soy sauce, green onions",,Polynesian,"['gluten-free', 'dairy-free']",280,20,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKkH_uz2sLxTx9Oq6ccM5lEpmM2rCJLXmyUQ&s
7000,Japanese Tempura (Deep-Fried Seafood and Vegetables),"shrimp, assorted vegetables sweet potato, eggplant, green beans, etc., tempura batter flour, egg, cold water, dipping sauce soy sauce, dashi, mirin",,Japanese,['nan'],350,20,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRS0f62qL06htnUl_VUbmGnu0yYA0_A9ZAyaw&s
7001,Vietnamese Banh Xeo (Crispy Savory Crepes),"rice flour, coconut milk, turmeric powder, water, shrimp, pork belly optional, bean sprouts, onion, mung beans, lettuce, mint, nuoc cham dipping sauce",,Vietnamese,"['gluten-free', 'dairy-free']",400,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzVFbg7NfjyZwyRdYlxjqYJ7qZU_EQyKzk3Q&s
7002,Spanish Gambas al Ajillo (Garlic Shrimp),"shrimp, garlic, olive oil, dried red chili flakes, parsley, salt",,Spanish,['nan'],350,5,20,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS19ZsD8ckMuh2HziLYX9C3kizCeN_G7PuFZw&s
7003,French Shallots Saut�,"thyme, cream, butter, garlic",,French,"['dairy-free, gluten-free']",434,5,20,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBoJQykm28IUcdaif-dIb7RO6M07Zhkt-3TQ&s
7004,Peruvian SweetPotato Bowl,"sweet potato, aji amarillo, corn, cilantro",,Peruvian,['nan'],231,5,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmTh3g0HJt7U8qzDbXgN6jAjtjvSK99_A_zA&s
7005,Swedish Lingonberries Wrap,"potatoes, lingonberries, cream, salmon",,Swedish,"['gluten-free, nut-free']",709,5,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_YmFMIhgjUtkIVQI2o5M2eno9m89px2OIQQ&s
7006,Italian Mozzarella Rolls,"garlic, pasta, olive oil, mozzarella",,Italian,"['vegetarian, gluten-free']",383,5,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuyxjFgB9NSRb3yoLYs8UmxZiZNMe_759zpg&s
7007,Australian Lamb Delight,"barley, egg, lamb, beetroot",,Australian,['vegan'],400,20,8,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTynqeHx5Md-AzgrXUjhbxNffXVhS_4fdTdEQ&s
7008,Japanese Tofu Feast,"mirin, sushi rice, rice vinegar, ginger, wasabi, nori, soy sauce",,Japanese,['nut-free'],224,5,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlpoyngyOLcKp_qZWakUI86vsPTu3GbXryuw&s
7009,Swedish Salmon Wrap,"cream, potatoes, lingonberries, salmon, dill",,Swedish,['vegan'],539,5,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTixelprHMWUmTXOqgvc7MkLFl5Mqd0b0BohA&s
7010,Swedish Potatoes Delight,"potatoes, lingonberries, salmon, cream",,Swedish,['nan'],372,5,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMVf6kADdOLgP5aNC_Bmm1CsGprRk_YLPd5w&s
7011,Brazilian Beef Curry,"cassava, rice, beef, orange, collard greens",,Brazilian,['vegan'],492,20,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSV8J9lv_QrcGnMOwaO85fZddo_cZvSop0oVg&s
7012,Australian Egg Stew,"lamb, pineapple, barley, beetroot",,Australian,['vegetarian'],234,20,8,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxUyNN126VeXNhTPzXFT2eED679o9YKTpNsg&s
7013,Mexican ChiliPowder Medley,"tortillas, corn, chili powder, beans",,Mexican,['nan'],784,20,8,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_WSj3C8axs8_cT58-JKkEEYaNv4cVzaDEuQ&s
7014,Ethiopian SpicedButter Medley,"lentils, spiced butter, berbere, injera, collard greens",,Ethiopian,['vegetarian'],413,20,20,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlgBpgtCuNIoLrMmer_FtBz1-4umfnnK_zWQ&s
7015,Nigerian Okra Stew,"egusi, cassava, plantains, yams, okra",,Nigerian,['vegetarian'],299,5,8,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0vsI2XJVGp9LrZ2TFS1efFbG3ozYAaK9zQw&s
7016,Polynesian Breadfruit Medley,"fish, taro, banana, breadfruit, coconut milk",,Polynesian,['vegan'],430,20,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQe84ZoWOlOGKO6RxFJFPGFrma0VdUS8GJgcQ&s
7017,Japanese Miso Medley,"ginger, mirin, miso, sushi rice, wasabi, nori",,Japanese,['nan'],555,5,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRb0GXvd1K9zBJsCVKkZqEbwHGZa-xOFq_Arw&s
7018,Ethiopian SpicedButter Wrap,"injera, lentils, berbere, collard greens",,Ethiopian,['vegan'],712,20,8,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeBbOFCjxIidoi6Zz0cUVYfNHwzMT8X-td5A&s
7019,Korean Scallions Wrap,"garlic, gochujang, kimchi, sesame oil, soy sauce, scallions",,Korean,['nan'],428,5,20,30,https://i0.wp.com/jitterycook.com/wp-content/uploads/2019/05/untitled-3.jpg?fit=800%2C600&ssl=1
7020,Spanish Rice Stew,"rice, chorizo, peppers, saffron, paprika, olive oil",,Spanish,['nan'],220,5,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQayw_NIviu4CLm6nSNHDOX-VzYBEItiM9GXA&s
7021,Argentinian Chimichurri Wrap,"beef, chimichurri, garlic, oregano, red wine",,Argentinian,['nan'],392,20,8,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRB2BCDGqMqli9ffjPS1h74MNr2SAL9V4I13Q&s
7022,Japanese Miso Wrap,"wasabi, mirin, ginger, sushi rice, nori",,Japanese,['nan'],397,5,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGqNXX-cd_rT_vX5wI2eCFmH5_OA1KP2Z_DA&s
7023,Peruvian AjiAmarillo Feast,"cilantro, lime, corn, aji amarillo",,Peruvian,['nan'],550,5,8,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkzlerPt8hJK1TyomvhrLImsJaitjhZSElSw&s
7024,Swedish Lingonberries Medley,"lingonberries, potatoes, dill, cream",,Swedish,['nut-free'],782,5,20,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJVcJ2WLcdVjiUM1vZftJywGZ8RWmwCUBqkg&s
7025,Thai Galangal Medley,"coconut milk, basil, fish sauce, peanuts, lemongrass, lime",,Thai,['nan'],562,20,20,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnG3fDL-x7HE9EFWBag4GY5kBUGCjQOQ31bQ&s
7026,Chinese Five-Spice Delight,"five-spice, bok choy, rice wine, garlic, scallions, soy sauce",,Chinese,['vegan'],510,5,8,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGYhr42U-CK4sNmwHbYG76e9vDWxfvfIkxzQ&s
7027,Nigerian PalmOil Curry,"yams, plantains, cassava, palm oil, egusi",,Nigerian,['dairy-free'],595,5,20,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRM5WBWHzOaSgFXCQ_apyN9JtAHqH5OOx9TeA&s
7028,Thai Lime Grill,"lime, basil, lemongrass, peanuts, chili, fish sauce, galangal",,Thai,['nan'],229,20,20,30,https://tse2.mm.bing.net/th?q=Thai%20Lime%20Grill%20food&w=400&h=400&c=7
7029,Korean Scallions Delight,"garlic, sesame oil, soy sauce, gochujang, kimchi, scallions",,Korean,['vegan'],437,5,20,30,https://tse2.mm.bing.net/th?q=Korean%20Pa%20Muchim%20Scallion%20Salad&w=400&h=400&c=7
7030,Nigerian Cassava Feast,"palm oil, okra, egusi, cassava, yams, plantains",,Nigerian,['nan'],389,5,20,30,https://tse2.mm.bing.net/th?q=Nigerian%20Fufu%20and%20Egusi&w=400&h=400&c=7
7031,American Corn Curry,"bacon, beef, mustard, corn, cheddar",,American,['nan'],749,20,8,30,https://tse2.mm.bing.net/th?q=American%20Sweet%20Corn%20Curry&w=400&h=400&c=7
7032,Brazilian BlackBeans Curry,"black beans, cassava, collard greens, orange, rice",,Brazilian,['vegetarian'],321,20,8,50,https://tse2.mm.bing.net/th?q=Brazilian%20Feijoada%20Stew&w=400&h=400&c=7
7033,Grilled Chicken & Veg Bowl,"chicken breast, broccoli, olive oil, garlic, brown rice, lemon",Season chicken with garlic and lemon. Grill until cooked. Steam broccoli. Serve over warm brown rice and drizzle with olive oil.,American,weight_loss,630,43.7,22.8,62.5,https://tse2.mm.bing.net/th?q=Grilled%20Chicken%20and%20Vegetable%20Bowl&w=400&h=400&c=7
7034,Mediterranean Chickpea Salad,"chickpeas, cucumber, tomato, parsley, lemon juice, olive oil","Rinse chickpeas, chop vegetables, mix together, and toss with lemon juice and olive oil.",Mediterranean,maintenance,562,21,26,61,https://tse2.mm.bing.net/th?q=Mediterranean%20Chickpea%20Salad&w=400&h=400&c=7
7035,Tofu Stir-Fry with Veggies,"tofu, bell pepper, broccoli, soy sauce, ginger, sesame oil",Sauté tofu until golden. Add chopped veggies and stir-fry with soy sauce and ginger. Finish with sesame oil.,Asian,weight_loss,496,28,24.7,40.5,https://tse2.mm.bing.net/th?q=Tofu%20Stir%20Fry%20Vegetables&w=400&h=400&c=7
7036,Salmon & Quinoa Plate,"salmon fillet, quinoa, spinach, olive oil, lemon",Bake salmon with lemon. Cook quinoa. Wilt spinach in olive oil. Serve together for a balanced meal.,American,weight_gain,763,44.1,36.3,64.9,https://tse2.mm.bing.net/th?q=Salmon%20and%20Quinoa%20Meal&w=400&h=400&c=7
7037,Oats & Berry Breakfast Bowl,"rolled oats, blueberries, almond milk, chia seeds",Simmer oats in almond milk. Top with blueberries and chia seeds.,Global,maintenance,791,25,27,112,https://tse2.mm.bing.net/th?q=Oatmeal%20Berries%20Breakfast&w=400&h=400&c=7
7038,Black Bean with Potato & Mixed salad greens,"black beans, potato, mixed salad greens, nuts",Prepare the black beans. Cook potato as appropriate. Combine with mixed salad greens and nuts. Season to taste and serve.,Indian,weight_loss,706,34.7,24.7,86.2,https://tse2.mm.bing.net/th?q=Black%20Bean%20Potato%20Salad%20Greens&w=400&h=400&c=7
7039,Tuna with Whole wheat pasta & Spinach,"tuna steak, whole wheat pasta, spinach, lemon, sesame oil","Prepare the tuna steak. Cook whole wheat pasta as appropriate. Combine with spinach and lemon, sesame oil. Season to taste and serve.",Middle Eastern,maintenance,673,50,21,71,https://tse2.mm.bing.net/th?q=Tuna%20Wheat%20Pasta%20Spinach&w=400&h=400&c=7
